* c:\users\pratyusha\esim-workspace\flashadc\flashadc.cir
           Transient Analysis  Thu Mar 10 11:38:32  2022
--------------------------------------------------------------------------------
Index   time            a15#branch_1_0  a16#branch_1_0  a17#branch_1_0  
--------------------------------------------------------------------------------
0	0.000000e+00	-2.24994e-08	4.999865e-09	4.999865e-09	
1	1.000000e-03	-2.25504e-08	5.011206e-09	5.011206e-09	
2	1.432341e-03	-2.25078e-08	5.001738e-09	5.001738e-09	
3	2.297023e-03	-2.24926e-08	4.998351e-09	4.998351e-09	
4	4.026387e-03	-2.25060e-08	5.001330e-09	5.001330e-09	
5	7.485115e-03	-2.24931e-08	4.998458e-09	4.998458e-09	
6	1.440257e-02	-2.25057e-08	5.001273e-09	5.001273e-09	
7	2.823748e-02	-2.24932e-08	4.998487e-09	4.998487e-09	
8	5.590731e-02	-2.25057e-08	5.001259e-09	5.001259e-09	
9	1.112470e-01	-2.24932e-08	4.998493e-09	4.998493e-09	
10	2.112470e-01	-2.25056e-08	5.001255e-09	5.001255e-09	
11	3.112470e-01	-2.24932e-08	4.998496e-09	4.998496e-09	
12	4.112470e-01	-2.25056e-08	5.001253e-09	5.001253e-09	
13	5.112470e-01	-2.24932e-08	4.998499e-09	4.998499e-09	
14	6.112470e-01	-2.25056e-08	5.001250e-09	5.001250e-09	
15	7.112470e-01	-2.24932e-08	4.998501e-09	4.998501e-09	
16	8.112470e-01	-2.25056e-08	5.001247e-09	5.001247e-09	
17	9.112470e-01	-2.24933e-08	4.998504e-09	4.998504e-09	
18	1.011247e+00	-2.25056e-08	5.001245e-09	5.001245e-09	
19	1.111247e+00	-2.24933e-08	4.998506e-09	4.998506e-09	
20	1.211247e+00	-2.25056e-08	5.001242e-09	5.001242e-09	
21	1.311247e+00	-2.24933e-08	4.998509e-09	4.998509e-09	
22	1.411247e+00	-2.25056e-08	5.001240e-09	5.001240e-09	
23	1.511247e+00	-2.24933e-08	4.998511e-09	4.998511e-09	
24	1.611247e+00	-2.25056e-08	5.001237e-09	5.001237e-09	
25	1.711247e+00	-2.24933e-08	4.998514e-09	4.998514e-09	
26	1.811247e+00	-2.25056e-08	5.001235e-09	5.001235e-09	
27	1.911247e+00	-2.24933e-08	4.998516e-09	4.998516e-09	
28	2.011247e+00	-2.25055e-08	5.001232e-09	5.001232e-09	
29	2.111247e+00	-2.24933e-08	4.998519e-09	4.998519e-09	
30	2.211247e+00	-2.25055e-08	5.001230e-09	5.001230e-09	
31	2.311247e+00	-2.24933e-08	4.998521e-09	4.998521e-09	
32	2.411247e+00	-2.25055e-08	5.001227e-09	5.001227e-09	
33	2.511247e+00	-2.24934e-08	4.998524e-09	4.998524e-09	
34	2.611247e+00	-2.25055e-08	5.001225e-09	5.001225e-09	
35	2.711247e+00	-2.24934e-08	4.998526e-09	4.998526e-09	
36	2.811247e+00	-2.25055e-08	5.001222e-09	5.001222e-09	
37	2.911247e+00	-2.24934e-08	4.998529e-09	4.998529e-09	
38	3.011247e+00	-2.25055e-08	5.001220e-09	5.001220e-09	
39	3.111247e+00	-2.24934e-08	4.998531e-09	4.998531e-09	
40	3.211247e+00	-2.25055e-08	5.001217e-09	5.001217e-09	
41	3.311247e+00	-2.24934e-08	4.998534e-09	4.998534e-09	
42	3.411247e+00	-2.25055e-08	5.001215e-09	5.001215e-09	
43	3.511247e+00	-2.24934e-08	4.998536e-09	4.998536e-09	
44	3.611247e+00	-2.25055e-08	5.001212e-09	5.001212e-09	
45	3.711247e+00	-2.24934e-08	4.998539e-09	4.998539e-09	
46	3.811247e+00	-2.25054e-08	5.001210e-09	5.001210e-09	
47	3.911247e+00	-2.24934e-08	4.998541e-09	4.998541e-09	
48	4.011247e+00	-2.25054e-08	5.001207e-09	5.001207e-09	
49	4.111247e+00	-2.24934e-08	4.998544e-09	4.998544e-09	
50	4.211247e+00	-2.25054e-08	5.001205e-09	5.001205e-09	
51	4.311247e+00	-2.24935e-08	4.998546e-09	4.998546e-09	
52	4.411247e+00	-2.25054e-08	5.001203e-09	5.001203e-09	
53	4.511247e+00	-2.24935e-08	4.998549e-09	4.998549e-09	
54	4.611247e+00	-2.25054e-08	5.001200e-09	5.001200e-09	

Index   time            a15#branch_1_0  a16#branch_1_0  a17#branch_1_0  
--------------------------------------------------------------------------------
55	4.711247e+00	-2.24935e-08	4.998551e-09	4.998551e-09	
56	4.811247e+00	-2.25054e-08	5.001198e-09	5.001198e-09	
57	4.911247e+00	-2.24935e-08	4.998553e-09	4.998553e-09	
58	5.011247e+00	-2.25054e-08	5.001195e-09	5.001195e-09	
59	5.111247e+00	-2.24935e-08	4.998556e-09	4.998556e-09	
60	5.211247e+00	-2.25054e-08	5.001193e-09	5.001193e-09	
61	5.311247e+00	-2.24935e-08	4.998558e-09	4.998558e-09	
62	5.411247e+00	-2.25054e-08	5.001190e-09	5.001190e-09	
63	5.511247e+00	-2.24935e-08	4.998561e-09	4.998561e-09	
64	5.611247e+00	-2.25054e-08	5.001188e-09	5.001188e-09	
65	5.711247e+00	-2.24935e-08	4.998563e-09	4.998563e-09	
66	5.811247e+00	-2.25053e-08	5.001185e-09	5.001185e-09	
67	5.911247e+00	-2.24935e-08	4.998566e-09	4.998566e-09	
68	6.011247e+00	-2.25053e-08	5.001183e-09	5.001183e-09	
69	6.111247e+00	-2.24936e-08	4.998568e-09	4.998568e-09	
70	6.211247e+00	-2.25053e-08	5.001181e-09	5.001181e-09	
71	6.311247e+00	-2.24936e-08	4.998570e-09	4.998570e-09	
72	6.411247e+00	-2.25053e-08	5.001178e-09	5.001178e-09	
73	6.511247e+00	-2.24936e-08	4.998573e-09	4.998573e-09	
74	6.611247e+00	-2.25053e-08	5.001176e-09	5.001176e-09	
75	6.711247e+00	-2.24936e-08	4.998575e-09	4.998575e-09	
76	6.811247e+00	-2.25053e-08	5.001173e-09	5.001173e-09	
77	6.911247e+00	-2.24936e-08	4.998578e-09	4.998578e-09	
78	7.011247e+00	-2.25053e-08	5.001171e-09	5.001171e-09	
79	7.111247e+00	-2.24936e-08	4.998580e-09	4.998580e-09	
80	7.211247e+00	-2.25053e-08	5.001169e-09	5.001169e-09	
81	7.311247e+00	-2.24936e-08	4.998582e-09	4.998582e-09	
82	7.411247e+00	-2.25053e-08	5.001166e-09	5.001166e-09	
83	7.511247e+00	-2.24936e-08	4.998585e-09	4.998585e-09	
84	7.611247e+00	-2.25052e-08	5.001164e-09	5.001164e-09	
85	7.711247e+00	-2.24936e-08	4.998587e-09	4.998587e-09	
86	7.811247e+00	-2.25052e-08	5.001161e-09	5.001161e-09	
87	7.911247e+00	-2.24937e-08	4.998590e-09	4.998590e-09	
88	8.011247e+00	-2.25052e-08	5.001159e-09	5.001159e-09	
89	8.111247e+00	-2.24937e-08	4.998592e-09	4.998592e-09	
90	8.211247e+00	-2.25052e-08	5.001157e-09	5.001157e-09	
91	8.311247e+00	-2.24937e-08	4.998594e-09	4.998594e-09	
92	8.411247e+00	-2.25052e-08	5.001154e-09	5.001154e-09	
93	8.511247e+00	-2.24937e-08	4.998597e-09	4.998597e-09	
94	8.611247e+00	-2.25052e-08	5.001152e-09	5.001152e-09	
95	8.711247e+00	-2.24937e-08	4.998599e-09	4.998599e-09	
96	8.811247e+00	-2.25052e-08	5.001150e-09	5.001150e-09	
97	8.911247e+00	-2.24937e-08	4.998601e-09	4.998601e-09	
98	9.011247e+00	-2.25052e-08	5.001147e-09	5.001147e-09	
99	9.111247e+00	-2.24937e-08	4.998604e-09	4.998604e-09	
100	9.211247e+00	-2.25052e-08	5.001145e-09	5.001145e-09	
101	9.311247e+00	-2.24937e-08	4.998606e-09	4.998606e-09	
102	9.411247e+00	-2.25051e-08	5.001143e-09	5.001143e-09	
103	9.511247e+00	-2.24937e-08	4.998608e-09	4.998608e-09	
104	9.611247e+00	-2.25051e-08	5.001140e-09	5.001140e-09	
105	9.711247e+00	-2.24937e-08	4.998611e-09	4.998611e-09	
106	9.811247e+00	-2.25051e-08	5.001138e-09	5.001138e-09	
107	9.911247e+00	-2.24938e-08	4.998613e-09	4.998613e-09	
108	1.000000e+01	-2.25051e-08	5.001135e-09	5.001135e-09	
109	1.001000e+01	-2.24994e-08	4.999878e-09	4.999878e-09	
110	1.003000e+01	-2.24994e-08	4.999872e-09	4.999872e-09	
111	1.007000e+01	-2.24994e-08	4.999878e-09	4.999878e-09	
112	1.015000e+01	-2.24994e-08	4.999872e-09	4.999872e-09	

Index   time            a15#branch_1_0  a16#branch_1_0  a17#branch_1_0  
--------------------------------------------------------------------------------
113	1.025000e+01	-2.24994e-08	4.999878e-09	4.999878e-09	
114	1.035000e+01	-2.24994e-08	4.999872e-09	4.999872e-09	
115	1.045000e+01	-2.24994e-08	4.999878e-09	4.999878e-09	
116	1.055000e+01	-2.24994e-08	4.999872e-09	4.999872e-09	
